v1,v2
business,"Never Before.......: Have I quit reading a book.I made it to page 123 before I had to stop. I've waited years to read this, oh man was I disappointed.I thought it would be an intelligent well written peice on the mothman mystery. I don't know what this was. Holy mackeral. i've never seen such bad writing. Someone else mentioned incoherent, tell me about it! This was all over the place. I had absolutely no clue was was going on in this book. Just crazy!Just a few of my favourites: so horrified she dropped the small baby in her arms. The child began to cry, more insulted than hurt. what!? I'm thinking the kids was more hurt than insulted. This Keel dude is too much....Talking about this mysterious guy Tiny who a witness said saw a wire running up his pant leg. and i quote was tiny wearing electric socks? or was he a wired android operated by remote control.what???! pretty much where I stopped before my mind turned to mush"
personal,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
personal,"Hiya, had a good day? Have you spoken to since the weekend?"
personal,"Haha just kidding, papa needs drugs"
personal,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
personal,Your bill at 3 is Â£33.65 so thats not bad!
business,transformers: The 3d was awesome in this movie makes the movie even more better. This movie was more darker then the other movies ther some comedy thrown in at the right moment.
personal,I need you to be in my strong arms...
personal,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
personal,Hi mom we might be back later than  &lt;#&gt; 
personal,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
personal,Ok set let u noe e details later...
business,"Three Days of Use and It Broke: Very disappointed in this product. It worked perfectly for exactly three days and could not be resuscitated. It was very inexpensive so I did not want to pay half again the price to ship it back for an exchange, so the company would do nothing when they sent me an inquiry as to product satisfaction."
personal,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
personal,I think i've fixed it can you send a test message?
personal,Stop knowing me so well!
personal,Are you staying in town ?
personal,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
personal,Haha... can... But i'm having dinner with my cousin...
personal,Are you in castor? You need to see something
personal,What class of  &lt;#&gt;  reunion?
personal,"Probably not, I'm almost out of gas and I get some cash tomorrow"
personal,Even if he my friend he is a priest call him now
personal,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
business,"Transformers: Dark of the moon: All I can say is AWESOME, the family loved it and was so very HAPPY to watch and enjoy on a great family evening, Thanks Bunches!"
personal,Oh ok..
personal,Jordan got voted out last nite!
personal,Good Morning my Dear........... Have a great &amp; successful day.
personal,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
personal,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
personal,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
personal,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
personal,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
personal,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
business,"B-Movie-Licious: I am surprised by how much I enjoyed this. Surprised, and a little disappointed in my own taste, but anyway...You know exactly what to expect from this movie. Explosions, Fighting...and that's it. Luckily, it delivers both of those in spades, especially the 'splosions. I have never seen so many things blow up. Every fifteen minutes John Cena barely escapes some building blowing up. And in slow motion, of course. The story is Kelly Carlson is kidnapped by Robert Patrick and John Cena must rescue her.Robert Patrick is plain fantastic in this flick. The filmmaker is smart as he gave the lion's share of the line to Mr. Patrick. He plays a great, sarcastic bad guy, plain and simple. John Cena can act in the sense that Arnold Schwarzenegger can act. Mr. Cena lets his actions do the speaking, thankfully. Plus, he's a hottie so...Overall, just an easy, cheesy, blow-em-up, action B-movie. The extras are pretty lame, though."
personal,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
personal,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
personal,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
personal,Gokila is talking with you aha:)
personal,Was doing my test earlier. I appreciate you. Will call you tomorrow.
personal,Painful words- \I thought being Happy was the most toughest thing on Earth... But
personal,Huh? 6 also cannot? Then only how many mistakes?
